Timestamp,Date,Time_of_Day_Hour,Day_of_Week,Month,Is_Weekend,Students_Present,Ambient_Temperature_C,HVAC_Load_kW,Lighting_Load_kW,Computer_Load_kW,Lab_Equipment_Load_kW,Energy_Usage_kWh
2024-02-15 20:00,2024-02-15,20,3,2,0,68,15.4,40.17,67.05,7.61,0,62.55
2024-02-15 21:00,2024-02-15,21,3,2,0,79,13.53,44.05,21.71,11.42,0,52.98
2024-02-15 22:00,2024-02-15,22,3,2,0,21,13.45,49.3,19.24,2.41,0,55.49
2024-02-15 23:00,2024-02-15,23,3,2,0,10,12.7,47.79,0.0,6.93,0,44.87
2024-02-16 00:00,2024-02-16,0,4,2,0,22,12.84,50.63,14.7,5.1,0,53.08
2024-02-16 01:00,2024-02-16,1,4,2,0,0,15.66,32.05,0.0,0.0,0,33.97
2024-02-16 02:00,2024-02-16,2,4,2,0,36,16.99,24.37,21.93,0.0,0,34.91
2024-02-16 03:00,2024-02-16,3,4,2,0,20,14.44,37.93,7.68,7.42,0,40.22
2024-02-16 04:00,2024-02-16,4,4,2,0,25,14.35,35.24,16.48,0.0,0,40.11
2024-02-16 05:00,2024-02-16,5,4,2,0,35,12.83,47.13,19.68,2.56,0,52.27
2024-02-16 06:00,2024-02-16,6,4,2,0,22,14.86,37.23,61.39,0.51,0,58.09
2024-02-16 07:00,2024-02-16,7,4,2,0,0,16.59,27.19,60.31,0.0,0,50.21
2024-02-16 08:00,2024-02-16,8,4,2,0,518,16.43,55.75,88.83,65.3,0,127.2
2024-02-16 09:00,2024-02-16,9,4,2,0,637,17.21,52.9,105.75,77.78,20,153.8
2024-02-16 10:00,2024-02-16,10,4,2,0,254,20.96,11.24,78.34,28.07,0,64.9
2024-02-16 11:00,2024-02-16,11,4,2,0,570,18.94,52.24,95.37,80.58,60,168.31
2024-02-16 12:00,2024-02-16,12,4,2,0,623,19.18,40.78,96.26,64.52,0,131.18
2024-02-16 13:00,2024-02-16,13,4,2,0,598,17.89,51.06,93.47,69.28,0,134.7
2024-02-16 14:00,2024-02-16,14,4,2,0,348,20.36,19.75,83.01,39.95,40,103.7
2024-02-16 15:00,2024-02-16,15,4,2,0,630,17.8,50.81,96.87,70.75,80,177.82
2024-02-16 16:00,2024-02-16,16,4,2,0,508,16.72,47.46,91.8,73.81,0,124.64
2024-02-16 17:00,2024-02-16,17,4,2,0,336,14.41,44.99,73.08,52.59,20,114.91
2024-02-16 18:00,2024-02-16,18,4,2,0,96,15.91,34.03,63.79,8.39,0,66.28
2024-02-16 19:00,2024-02-16,19,4,2,0,156,14.4,45.05,69.16,25.54,0,84.03
2024-02-16 20:00,2024-02-16,20,4,2,0,193,17.03,33.1,75.75,26.74,0,80.52
2024-02-16 21:00,2024-02-16,21,4,2,0,74,16.64,30.94,16.31,17.39,0,46.18
2024-02-16 22:00,2024-02-16,22,4,2,0,24,11.55,52.55,14.06,2.42,0,55.58
2024-02-16 23:00,2024-02-16,23,4,2,0,25,11.42,54.26,21.78,5.23,0,62.92
2024-02-17 00:00,2024-02-17,0,5,2,1,10,12.59,48.02,4.74,8.24,0,46.01
2024-02-17 01:00,2024-02-17,1,5,2,1,37,11.88,52.2,13.11,10.8,0,61.03
2024-02-17 02:00,2024-02-17,2,5,2,1,1,13.73,40.88,0.0,0.88,0,33.21
2024-02-17 03:00,2024-02-17,3,5,2,1,6,13.39,40.65,2.41,0.0,0,40.77
2024-02-17 04:00,2024-02-17,4,5,2,1,17,14.92,37.97,4.67,0.0,0,38.6
2024-02-17 05:00,2024-02-17,5,5,2,1,26,16.75,26.6,25.56,0.0,0,34.92
2024-02-17 06:00,2024-02-17,6,5,2,1,33,14.4,38.43,15.68,8.0,0,49.15
2024-02-17 07:00,2024-02-17,7,5,2,1,26,18.27,21.39,22.16,4.26,0,28.11
2024-02-17 08:00,2024-02-17,8,5,2,1,16,16.41,29.32,0.0,3.42,0,35.16
2024-02-17 09:00,2024-02-17,9,5,2,1,23,21.34,2.27,21.44,2.7,0,24.12
2024-02-17 10:00,2024-02-17,10,5,2,1,24,21.03,9.71,26.03,0.0,0,23.89
2024-02-17 11:00,2024-02-17,11,5,2,1,6,18.73,13.06,5.57,2.3,0,15.58
2024-02-17 12:00,2024-02-17,12,5,2,1,5,17.55,19.39,2.33,3.64,0,21.05
2024-02-17 13:00,2024-02-17,13,5,2,1,23,17.17,27.22,24.93,0.0,0,40.82
2024-02-17 14:00,2024-02-17,14,5,2,1,32,19.91,17.18,21.4,3.8,0,29.08
2024-02-17 15:00,2024-02-17,15,5,2,1,28,18.08,19.16,20.61,0.2,0,21.23
2024-02-17 16:00,2024-02-17,16,5,2,1,21,18.89,17.76,15.93,1.51,0,28.23
2024-02-17 17:00,2024-02-17,17,5,2,1,25,20.08,7.18,21.46,0.0,0,23.26
2024-02-17 18:00,2024-02-17,18,5,2,1,27,14.84,34.26,17.26,1.98,0,42.8
2024-02-17 19:00,2024-02-17,19,5,2,1,20,13.38,47.42,6.25,10.6,0,51.64
2024-02-17 20:00,2024-02-17,20,5,2,1,6,14.79,37.42,5.19,0.0,0,42.13
2024-02-17 21:00,2024-02-17,21,5,2,1,16,15.6,36.23,9.34,0.0,0,37.89
2024-02-17 22:00,2024-02-17,22,5,2,1,19,11.99,54.19,2.7,0.0,0,55.54
2024-02-17 23:00,2024-02-17,23,5,2,1,19,13.15,38.86,4.4,1.39,0,38.75
2024-02-18 00:00,2024-02-18,0,6,2,1,21,15.06,32.08,23.19,11.55,0,47.83
2024-02-18 01:00,2024-02-18,1,6,2,1,27,10.65,58.82,19.06,10.35,0,63.71
2024-02-18 02:00,2024-02-18,2,6,2,1,39,13.75,37.96,19.91,4.08,0,52.62
2024-02-18 03:00,2024-02-18,3,6,2,1,6,13.07,41.76,3.37,0.0,0,42.0
2024-02-18 04:00,2024-02-18,4,6,2,1,0,14.69,40.83,4.35,0.0,0,39.12
2024-02-18 05:00,2024-02-18,5,6,2,1,31,16.29,28.36,22.68,0.0,0,34.71
2024-02-18 06:00,2024-02-18,6,6,2,1,12,16.33,31.03,12.34,0.0,0,35.98
2024-02-18 07:00,2024-02-18,7,6,2,1,29,15.26,34.95,13.29,7.27,0,39.45
2024-02-18 08:00,2024-02-18,8,6,2,1,22,16.75,25.23,14.94,9.39,0,36.4
2024-02-18 09:00,2024-02-18,9,6,2,1,18,20.26,4.54,4.43,0.34,0,13.38
2024-02-18 10:00,2024-02-18,10,6,2,1,31,19.09,16.68,20.2,5.73,0,32.81
2024-02-18 11:00,2024-02-18,11,6,2,1,29,20.16,14.9,19.13,0.0,0,27.64
2024-02-18 12:00,2024-02-18,12,6,2,1,28,19.38,12.44,17.79,0.0,0,23.71
2024-02-18 13:00,2024-02-18,13,6,2,1,28,20.11,10.95,15.07,3.72,0,26.28
2024-02-18 14:00,2024-02-18,14,6,2,1,29,18.0,16.78,17.56,5.49,0,32.87
2024-02-18 15:00,2024-02-18,15,6,2,1,15,16.97,23.83,8.27,10.37,0,28.07
2024-02-18 16:00,2024-02-18,16,6,2,1,39,18.65,19.57,20.37,15.12,0,40.58
2024-02-18 17:00,2024-02-18,17,6,2,1,18,18.47,20.71,7.7,0.82,0,29.48
2024-02-18 18:00,2024-02-18,18,6,2,1,17,14.63,39.3,0.19,6.65,0,36.8
2024-02-18 19:00,2024-02-18,19,6,2,1,0,14.36,32.11,10.78,1.58,0,29.84
2024-02-18 20:00,2024-02-18,20,6,2,1,13,14.26,37.93,2.75,1.61,0,41.19
2024-02-18 21:00,2024-02-18,21,6,2,1,1,16.31,25.59,6.9,0.0,0,28.9
2024-02-18 22:00,2024-02-18,22,6,2,1,27,14.25,39.07,19.5,2.6,0,44.82
2024-02-18 23:00,2024-02-18,23,6,2,1,29,11.12,55.4,17.84,3.06,0,59.77
2024-02-19 00:00,2024-02-19,0,0,2,0,37,12.86,50.61,21.73,12.84,0,63.44
2024-02-19 01:00,2024-02-19,1,0,2,0,3,12.73,47.37,7.4,1.44,0,40.34
2024-02-19 02:00,2024-02-19,2,0,2,0,0,11.64,56.05,15.75,8.71,0,59.13
2024-02-19 03:00,2024-02-19,3,0,2,0,7,13.72,39.62,7.56,0.0,0,40.24
2024-02-19 04:00,2024-02-19,4,0,2,0,28,14.06,36.74,22.5,0.0,0,49.28
2024-02-19 05:00,2024-02-19,5,0,2,0,38,14.68,42.72,24.58,2.36,0,54.1
2024-02-19 06:00,2024-02-19,6,0,2,0,2,15.39,34.44,62.25,0.0,0,60.01
2024-02-19 07:00,2024-02-19,7,0,2,0,31,18.98,14.3,61.75,0.0,0,41.36
2024-02-19 08:00,2024-02-19,8,0,2,0,465,16.95,48.03,89.92,63.73,0,123.77
2024-02-19 09:00,2024-02-19,9,0,2,0,565,18.2,47.58,98.19,62.86,20,137.99
2024-02-19 10:00,2024-02-19,10,0,2,0,361,18.51,34.47,87.78,47.34,60,129.61
2024-02-19 11:00,2024-02-19,11,0,2,0,579,18.14,43.84,89.59,81.33,0,130.98
2024-02-19 12:00,2024-02-19,12,0,2,0,286,19.12,26.28,70.04,29.45,0,77.43
2024-02-19 13:00,2024-02-19,13,0,2,0,254,19.0,27.59,81.02,30.11,0,82.16
2024-02-19 14:00,2024-02-19,14,0,2,0,487,18.72,39.47,86.78,66.7,0,119.59
2024-02-19 15:00,2024-02-19,15,0,2,0,377,16.83,46.89,76.57,44.32,0,104.19
2024-02-19 16:00,2024-02-19,16,0,2,0,590,17.19,50.45,89.3,74.28,100,179.75
2024-02-19 17:00,2024-02-19,17,0,2,0,548,17.92,42.8,100.93,70.64,0,125.48
2024-02-19 18:00,2024-02-19,18,0,2,0,47,15.73,41.25,66.4,6.65,0,65.53
2024-02-19 19:00,2024-02-19,19,0,2,0,104,15.47,37.97,63.22,10.56,0,73.85
2024-02-19 20:00,2024-02-19,20,0,2,0,96,14.75,43.18,62.89,7.91,0,73.84
2024-02-19 21:00,2024-02-19,21,0,2,0,106,14.5,43.96,20.22,7.57,0,59.04
2024-02-19 22:00,2024-02-19,22,0,2,0,23,14.24,40.42,23.44,5.81,0,52.28
2024-02-19 23:00,2024-02-19,23,0,2,0,22,12.84,46.13,18.82,0.0,0,49.94
2024-02-20 00:00,2024-02-20,0,1,2,0,7,11.63,43.76,1.86,6.84,0,48.04
2024-02-20 01:00,2024-02-20,1,1,2,0,36,11.27,52.12,24.54,12.38,0,59.95
2024-02-20 02:00,2024-02-20,2,1,2,0,2,14.93,36.43,4.9,0.0,0,42.24
2024-02-20 03:00,2024-02-20,3,1,2,0,32,15.03,28.17,19.23,7.63,0,39.49
2024-02-20 04:00,2024-02-20,4,1,2,0,27,15.47,34.11,22.37,13.62,0,52.04
2024-02-20 05:00,2024-02-20,5,1,2,0,7,16.44,30.11,0.0,0.0,0,26.29
2024-02-20 06:00,2024-02-20,6,1,2,0,33,15.76,35.22,63.93,10.06,0,62.12
2024-02-20 07:00,2024-02-20,7,1,2,0,34,15.84,34.16,63.74,6.99,0,56.81
2024-02-20 08:00,2024-02-20,8,1,2,0,295,16.03,46.34,72.64,41.11,0,101.34
2024-02-20 09:00,2024-02-20,9,1,2,0,287,16.49,45.61,69.9,31.54,80,134.02
2024-02-20 10:00,2024-02-20,10,1,2,0,277,20.42,23.97,74.79,43.62,0,87.08
2024-02-20 11:00,2024-02-20,11,1,2,0,487,18.16,42.27,90.7,56.59,80,154.97
2024-02-20 12:00,2024-02-20,12,1,2,0,319,20.58,21.42,80.77,42.46,40,107.14
2024-02-20 13:00,2024-02-20,13,1,2,0,501,18.62,40.37,97.65,61.35,0,120.05
2024-02-20 14:00,2024-02-20,14,1,2,0,599,17.58,48.92,97.6,76.41,20,145.77
2024-02-20 15:00,2024-02-20,15,1,2,0,364,16.48,47.75,76.8,39.88,0,103.22
2024-02-20 16:00,2024-02-20,16,1,2,0,381,16.62,46.2,82.44,40.76,0,103.68
2024-02-20 17:00,2024-02-20,17,1,2,0,597,18.9,41.91,91.54,74.91,0,128.59
2024-02-20 18:00,2024-02-20,18,1,2,0,94,14.37,46.46,65.07,9.73,0,76.45
2024-02-20 19:00,2024-02-20,19,1,2,0,46,18.4,19.25,68.47,3.66,0,46.47
2024-02-20 20:00,2024-02-20,20,1,2,0,113,13.24,46.18,68.79,16.63,0,72.57
2024-02-20 21:00,2024-02-20,21,1,2,0,46,15.0,37.09,17.12,0.0,0,42.88
2024-02-20 22:00,2024-02-20,22,1,2,0,32,13.18,43.1,22.37,9.97,0,56.5
2024-02-20 23:00,2024-02-20,23,1,2,0,22,12.62,50.72,16.89,3.31,0,55.09
2024-02-21 00:00,2024-02-21,0,2,2,0,20,11.09,52.94,0.0,6.28,0,46.33
2024-02-21 01:00,2024-02-21,1,2,2,0,18,12.95,45.73,0.07,4.85,0,38.65
2024-02-21 02:00,2024-02-21,2,2,2,0,18,11.66,55.35,6.83,5.13,0,57.92
2024-02-21 03:00,2024-02-21,3,2,2,0,35,11.36,52.68,23.09,0.0,0,53.17
2024-02-21 04:00,2024-02-21,4,2,2,0,28,14.68,39.13,26.87,9.27,0,53.51
2024-02-21 05:00,2024-02-21,5,2,2,0,17,14.27,36.51,6.36,3.46,0,40.35
2024-02-21 06:00,2024-02-21,6,2,2,0,1,18.53,18.13,65.45,0.0,0,50.64
2024-02-21 07:00,2024-02-21,7,2,2,0,0,18.28,20.3,62.52,0.0,0,44.36
2024-02-21 08:00,2024-02-21,8,2,2,0,502,20.05,32.79,94.64,63.6,0,116.09
2024-02-21 09:00,2024-02-21,9,2,2,0,396,17.1,42.88,88.78,49.64,0,113.71
2024-02-21 10:00,2024-02-21,10,2,2,0,603,18.8,45.16,99.06,77.2,40,150.05
2024-02-21 11:00,2024-02-21,11,2,2,0,210,14.97,44.0,77.22,34.11,40,112.22
2024-02-21 12:00,2024-02-21,12,2,2,0,433,18.58,39.75,83.85,48.11,0,106.3
2024-02-21 13:00,2024-02-21,13,2,2,0,585,19.05,45.86,86.29,75.75,80,164.99
2024-02-21 14:00,2024-02-21,14,2,2,0,394,18.83,31.26,86.85,47.96,80,139.63
2024-02-21 15:00,2024-02-21,15,2,2,0,318,18.06,39.68,81.07,44.85,0,95.02
2024-02-21 16:00,2024-02-21,16,2,2,0,595,17.6,48.55,93.11,81.36,0,136.39
2024-02-21 17:00,2024-02-21,17,2,2,0,219,12.71,62.54,68.43,27.93,0,108.25
2024-02-21 18:00,2024-02-21,18,2,2,0,44,16.38,29.26,63.23,8.52,0,57.84
2024-02-21 19:00,2024-02-21,19,2,2,0,76,15.95,35.88,67.54,15.43,0,68.86
2024-02-21 20:00,2024-02-21,20,2,2,0,176,16.51,37.68,72.91,26.65,0,85.35
2024-02-21 21:00,2024-02-21,21,2,2,0,92,14.43,40.93,15.92,17.61,0,57.77
2024-02-21 22:00,2024-02-21,22,2,2,0,34,13.21,45.74,16.82,2.69,0,48.97
2024-02-21 23:00,2024-02-21,23,2,2,0,21,14.76,41.49,22.68,0.0,0,50.38
2024-02-22 00:00,2024-02-22,0,3,2,0,23,9.46,62.79,20.29,0.0,0,55.64
2024-02-22 01:00,2024-02-22,1,3,2,0,16,12.33,47.84,9.24,0.99,0,45.05
2024-02-22 02:00,2024-02-22,2,3,2,0,9,12.25,45.7,3.71,0.69,0,46.91
2024-02-22 03:00,2024-02-22,3,3,2,0,29,13.83,46.89,22.96,2.85,0,52.47
2024-02-22 04:00,2024-02-22,4,3,2,0,22,11.2,53.57,19.84,5.17,0,57.84
2024-02-22 05:00,2024-02-22,5,3,2,0,31,17.2,29.03,17.11,6.41,0,35.77
2024-02-22 06:00,2024-02-22,6,3,2,0,16,15.63,30.78,64.7,1.64,0,53.54
2024-02-22 07:00,2024-02-22,7,3,2,0,16,17.25,27.99,57.01,3.7,0,44.62
2024-02-22 08:00,2024-02-22,8,3,2,0,213,17.83,33.1,73.4,30.35,0,79.51
2024-02-22 09:00,2024-02-22,9,3,2,0,208,20.02,18.81,73.51,21.61,20,77.73
2024-02-22 10:00,2024-02-22,10,3,2,0,239,15.81,39.78,74.23,34.08,0,89.43
2024-02-22 11:00,2024-02-22,11,3,2,0,649,19.07,42.64,103.9,76.82,0,133.67
2024-02-22 12:00,2024-02-22,12,3,2,0,436,20.72,24.53,89.12,60.86,40,116.04
2024-02-22 13:00,2024-02-22,13,3,2,0,480,18.75,41.6,91.35,59.91,20,125.67
2024-02-22 14:00,2024-02-22,14,3,2,0,558,17.17,50.38,94.61,69.0,0,127.76
2024-02-22 15:00,2024-02-22,15,3,2,0,400,17.22,39.02,92.04,40.28,60,132.81
2024-02-22 16:00,2024-02-22,16,3,2,0,445,16.91,45.23,93.24,58.06,40,138.54
2024-02-22 17:00,2024-02-22,17,3,2,0,477,15.69,53.17,93.03,59.18,0,123.74
2024-02-22 18:00,2024-02-22,18,3,2,0,43,15.77,26.72,65.67,6.16,0,60.5
2024-02-22 19:00,2024-02-22,19,3,2,0,193,17.49,30.87,69.47,23.29,0,70.98
2024-02-22 20:00,2024-02-22,20,3,2,0,68,13.6,47.31,63.99,11.5,0,73.48
2024-02-22 21:00,2024-02-22,21,3,2,0,148,13.15,50.67,22.54,22.34,0,71.2
2024-02-22 22:00,2024-02-22,22,3,2,0,33,14.09,41.84,24.21,6.48,0,53.82
2024-02-22 23:00,2024-02-22,23,3,2,0,22,12.84,48.27,23.57,9.29,0,58.48
2024-02-23 00:00,2024-02-23,0,4,2,0,36,11.01,55.58,22.32,0.83,0,58.53
2024-02-23 01:00,2024-02-23,1,4,2,0,10,13.01,47.6,13.0,0.0,0,50.53
2024-02-23 02:00,2024-02-23,2,4,2,0,5,13.25,48.35,4.46,2.65,0,48.89
2024-02-23 03:00,2024-02-23,3,4,2,0,17,15.34,29.51,9.05,5.4,0,36.02
2024-02-23 04:00,2024-02-23,4,4,2,0,20,13.04,44.69,8.57,5.05,0,46.6
2024-02-23 05:00,2024-02-23,5,4,2,0,35,16.7,35.1,21.78,0.0,0,45.27
2024-02-23 06:00,2024-02-23,6,4,2,0,37,15.85,32.97,64.2,0.0,0,58.68
2024-02-23 07:00,2024-02-23,7,4,2,0,33,15.11,35.87,63.87,3.14,0,63.05
2024-02-23 08:00,2024-02-23,8,4,2,0,216,15.54,41.5,70.46,17.64,0,82.7
2024-02-23 09:00,2024-02-23,9,4,2,0,364,21.02,25.52,84.0,46.1,40,106.51
2024-02-23 10:00,2024-02-23,10,4,2,0,352,18.36,31.63,84.65,42.95,0,92.9
2024-02-23 11:00,2024-02-23,11,4,2,0,577,20.3,37.91,96.8,66.44,20,139.07
2024-02-23 12:00,2024-02-23,12,4,2,0,275,16.44,39.66,69.55,31.09,0,81.81
2024-02-23 13:00,2024-02-23,13,4,2,0,286,22.85,15.2,71.26,35.75,0,75.35
2024-02-23 14:00,2024-02-23,14,4,2,0,316,19.94,24.19,76.17,31.42,0,81.92
2024-02-23 15:00,2024-02-23,15,4,2,0,561,17.74,47.05,94.08,66.03,0,128.23
2024-02-23 16:00,2024-02-23,16,4,2,0,541,17.04,48.28,90.23,65.27,20,131.31
2024-02-23 17:00,2024-02-23,17,4,2,0,226,17.88,34.37,76.49,26.32,40,102.28
2024-02-23 18:00,2024-02-23,18,4,2,0,96,17.02,27.1,70.68,10.46,0,60.65
2024-02-23 19:00,2024-02-23,19,4,2,0,70,15.5,36.15,69.64,15.41,0,73.47
2024-02-23 20:00,2024-02-23,20,4,2,0,173,14.52,47.0,71.99,26.04,0,85.86
2024-02-23 21:00,2024-02-23,21,4,2,0,137,14.72,43.11,24.34,13.65,0,59.34
2024-02-23 22:00,2024-02-23,22,4,2,0,11,10.79,58.87,2.75,0.0,0,54.48
2024-02-23 23:00,2024-02-23,23,4,2,0,6,12.55,46.23,4.39,0.0,0,42.11
2024-02-24 00:00,2024-02-24,0,5,2,1,9,10.53,59.63,0.33,7.24,0,58.33
2024-02-24 01:00,2024-02-24,1,5,2,1,16,14.01,42.65,9.83,0.0,0,42.96
2024-02-24 02:00,2024-02-24,2,5,2,1,25,12.39,52.11,27.86,3.49,0,54.49
2024-02-24 03:00,2024-02-24,3,5,2,1,20,11.52,47.67,3.61,0.92,0,46.31
2024-02-24 04:00,2024-02-24,4,5,2,1,27,13.31,46.22,11.32,9.31,0,53.07
2024-02-24 05:00,2024-02-24,5,5,2,1,1,15.45,35.5,1.18,5.03,0,39.75
2024-02-24 06:00,2024-02-24,6,5,2,1,0,15.69,30.32,2.4,0.0,0,31.87
2024-02-24 07:00,2024-02-24,7,5,2,1,35,15.02,34.87,14.7,10.29,0,47.07
2024-02-24 08:00,2024-02-24,8,5,2,1,25,14.94,34.35,15.88,0.0,0,41.55
2024-02-24 09:00,2024-02-24,9,5,2,1,28,18.23,17.05,20.82,6.51,0,27.44
2024-02-24 10:00,2024-02-24,10,5,2,1,20,17.73,24.27,7.64,5.97,0,27.92
2024-02-24 11:00,2024-02-24,11,5,2,1,10,18.51,24.76,0.0,9.66,0,21.31
2024-02-24 12:00,2024-02-24,12,5,2,1,39,18.76,16.33,17.87,5.94,0,28.29
2024-02-24 13:00,2024-02-24,13,5,2,1,10,19.54,11.36,5.15,0.0,0,18.61
2024-02-24 14:00,2024-02-24,14,5,2,1,35,19.87,12.31,15.73,0.0,0,18.16
2024-02-24 15:00,2024-02-24,15,5,2,1,38,18.34,15.25,20.94,11.98,0,34.95
2024-02-24 16:00,2024-02-24,16,5,2,1,39,17.02,24.61,19.53,13.29,0,38.13
2024-02-24 17:00,2024-02-24,17,5,2,1,34,16.81,27.35,18.21,1.94,0,33.76
2024-02-24 18:00,2024-02-24,18,5,2,1,33,15.49,31.39,16.54,4.17,0,34.88
2024-02-24 19:00,2024-02-24,19,5,2,1,23,12.76,50.85,21.09,9.65,0,63.14
2024-02-24 20:00,2024-02-24,20,5,2,1,21,16.14,26.39,16.95,6.43,0,39.42
2024-02-24 21:00,2024-02-24,21,5,2,1,4,15.23,36.74,0.0,0.0,0,33.38
2024-02-24 22:00,2024-02-24,22,5,2,1,32,16.38,33.98,20.09,0.14,0,44.65
2024-02-24 23:00,2024-02-24,23,5,2,1,35,16.52,30.16,15.04,0.1,0,36.3
2024-02-25 00:00,2024-02-25,0,6,2,1,19,11.24,54.26,0.0,7.11,0,49.68
2024-02-25 01:00,2024-02-25,1,6,2,1,18,12.6,48.57,5.52,0.38,0,45.12
2024-02-25 02:00,2024-02-25,2,6,2,1,34,17.17,24.4,19.35,2.15,0,33.91
2024-02-25 03:00,2024-02-25,3,6,2,1,16,13.82,35.53,1.53,5.03,0,35.15
2024-02-25 04:00,2024-02-25,4,6,2,1,33,14.87,34.24,20.92,4.46,0,43.93
2024-02-25 05:00,2024-02-25,5,6,2,1,8,12.94,45.64,6.7,2.93,0,50.3
2024-02-25 06:00,2024-02-25,6,6,2,1,25,16.23,27.18,20.96,1.46,0,43.65
2024-02-25 07:00,2024-02-25,7,6,2,1,1,19.67,10.46,5.81,0.0,0,12.13
2024-02-25 08:00,2024-02-25,8,6,2,1,8,19.43,14.66,0.0,0.0,0,18.51
2024-02-25 09:00,2024-02-25,9,6,2,1,8,17.21,24.75,10.17,4.53,0,31.26
2024-02-25 10:00,2024-02-25,10,6,2,1,39,18.0,24.98,22.23,5.23,0,38.99
2024-02-25 11:00,2024-02-25,11,6,2,1,16,17.2,25.62,1.2,3.44,0,26.46
2024-02-25 12:00,2024-02-25,12,6,2,1,0,17.72,22.46,4.95,0.0,0,26.58
2024-02-25 13:00,2024-02-25,13,6,2,1,24,16.03,28.82,20.71,6.43,0,35.33
2024-02-25 14:00,2024-02-25,14,6,2,1,39,18.47,15.46,19.84,6.36,0,39.31
2024-02-25 15:00,2024-02-25,15,6,2,1,24,20.39,7.92,27.17,6.61,0,26.26
2024-02-25 16:00,2024-02-25,16,6,2,1,38,18.03,19.42,12.22,6.4,0,31.43
2024-02-25 17:00,2024-02-25,17,6,2,1,34,18.83,16.92,14.1,5.61,0,24.2
2024-02-25 18:00,2024-02-25,18,6,2,1,2,17.61,18.84,0.0,0.0,0,18.09
2024-02-25 19:00,2024-02-25,19,6,2,1,36,14.4,42.19,20.32,10.12,0,47.31
2024-02-25 20:00,2024-02-25,20,6,2,1,29,13.36,42.35,22.18,0.0,0,53.57
2024-02-25 21:00,2024-02-25,21,6,2,1,37,12.8,46.62,21.45,9.74,0,52.32
2024-02-25 22:00,2024-02-25,22,6,2,1,33,10.83,57.31,18.84,3.7,0,60.58
2024-02-25 23:00,2024-02-25,23,6,2,1,11,13.15,48.13,6.63,0.0,0,46.27
2024-02-26 00:00,2024-02-26,0,0,2,0,18,8.64,72.91,3.81,1.78,0,67.71
2024-02-26 01:00,2024-02-26,1,0,2,0,36,13.99,47.19,22.96,0.0,0,49.86
2024-02-26 02:00,2024-02-26,2,0,2,0,16,13.51,39.34,9.43,7.51,0,45.88
2024-02-26 03:00,2024-02-26,3,0,2,0,9,14.59,36.35,1.28,0.0,0,38.78
2024-02-26 04:00,2024-02-26,4,0,2,0,11,16.09,28.37,3.85,0.0,0,27.81
2024-02-26 05:00,2024-02-26,5,0,2,0,15,15.52,34.2,4.5,5.15,0,36.35
2024-02-26 06:00,2024-02-26,6,0,2,0,23,18.45,19.74,67.12,2.62,0,51.46
2024-02-26 07:00,2024-02-26,7,0,2,0,18,17.71,20.53,57.85,4.82,0,47.68
2024-02-26 08:00,2024-02-26,8,0,2,0,463,16.36,47.58,92.88,56.42,0,117.29
2024-02-26 09:00,2024-02-26,9,0,2,0,348,17.76,34.27,75.55,48.61,0,96.72
2024-02-26 10:00,2024-02-26,10,0,2,0,280,15.21,38.91,82.2,32.45,0,97.28
2024-02-26 11:00,2024-02-26,11,0,2,0,414,17.54,37.51,88.88,43.07,40,128.71
2024-02-26 12:00,2024-02-26,12,0,2,0,573,18.43,46.9,94.64,65.05,0,130.27
2024-02-26 13:00,2024-02-26,13,0,2,0,397,19.72,34.12,88.1,51.04,0,105.0
2024-02-26 14:00,2024-02-26,14,0,2,0,399,17.47,45.11,82.55,45.82,20,116.64
2024-02-26 15:00,2024-02-26,15,0,2,0,224,16.25,41.82,70.09,33.99,60,115.14
2024-02-26 16:00,2024-02-26,16,0,2,0,288,14.67,46.91,84.55,29.59,60,129.42
2024-02-26 17:00,2024-02-26,17,0,2,0,467,15.88,48.61,86.57,62.57,40,147.43
2024-02-26 18:00,2024-02-26,18,0,2,0,182,18.93,18.32,73.91,20.23,0,62.8
2024-02-26 19:00,2024-02-26,19,0,2,0,98,15.63,34.62,70.47,18.6,0,72.67
2024-02-26 20:00,2024-02-26,20,0,2,0,193,15.91,39.62,75.1,26.28,0,85.4
2024-02-26 21:00,2024-02-26,21,0,2,0,148,12.53,51.16,22.4,19.18,0,66.92
2024-02-26 22:00,2024-02-26,22,0,2,0,25,11.04,57.25,22.72,6.4,0,67.51
2024-02-26 23:00,2024-02-26,23,0,2,0,31,11.27,57.04,24.23,9.95,0,69.63
2024-02-27 00:00,2024-02-27,0,1,2,0,9,12.85,44.74,6.27,0.85,0,52.01
2024-02-27 01:00,2024-02-27,1,1,2,0,15,10.11,56.12,4.84,0.0,0,50.19
2024-02-27 02:00,2024-02-27,2,1,2,0,6,11.89,54.97,0.0,6.74,0,52.52
2024-02-27 03:00,2024-02-27,3,1,2,0,16,13.0,45.84,6.27,0.61,0,45.43
2024-02-27 04:00,2024-02-27,4,1,2,0,22,12.52,54.24,24.11,15.51,0,61.73
2024-02-27 05:00,2024-02-27,5,1,2,0,25,12.04,51.23,15.6,0.06,0,51.49
2024-02-27 06:00,2024-02-27,6,1,2,0,20,16.43,29.26,60.31,0.56,0,54.2
2024-02-27 07:00,2024-02-27,7,1,2,0,21,16.85,23.83,62.99,6.31,0,50.8
2024-02-27 08:00,2024-02-27,8,1,2,0,449,18.67,36.1,93.68,59.07,0,108.58
